,num1,num2,num3,cat1,cat2,sens_feat,outcome
0,91.06717924457035,4.0,12.0,0.0,0.0,1.0,0.0
1,40.132824859365904,2.0,6.0,1.0,2.0,1.0,1.0
2,81.58805345850365,5.0,18.0,1.0,0.0,1.0,0.0
3,46.84693285808082,5.0,-10.0,0.0,2.0,0.0,0.0
4,40.659911917615716,5.0,15.0,1.0,2.0,0.0,0.0
5,56.88968054404173,2.0,-9.0,1.0,1.0,1.0,1.0
6,36.62365230146254,4.0,4.0,0.0,0.0,0.0,0.0
7,15.727931738030861,8.0,-7.0,1.0,0.0,0.0,0.0
8,44.284924558370506,2.0,19.0,0.0,1.0,1.0,1.0
9,2.6108007482171085,9.0,11.0,1.0,0.0,0.0,1.0
10,42.82318111064543,8.0,4.0,1.0,0.0,1.0,0.0
11,41.72483695083541,3.0,-1.0,0.0,2.0,1.0,1.0
12,31.147813871140592,6.0,19.0,1.0,0.0,1.0,1.0
13,88.29429176523786,7.0,21.0,1.0,0.0,1.0,1.0
14,84.34729014330493,1.0,16.0,0.0,0.0,1.0,0.0
15,50.453322278915905,5.0,11.0,0.0,2.0,1.0,0.0
16,32.87651160075673,5.0,18.0,1.0,0.0,1.0,1.0
17,25.89887475472068,0.0,17.0,0.0,1.0,0.0,0.0
18,61.15868131003434,3.0,-2.0,0.0,2.0,1.0,1.0
19,95.05783379301319,6.0,12.0,0.0,0.0,0.0,1.0
20,58.51656293271108,5.0,-4.0,0.0,1.0,1.0,1.0
21,63.11630934423327,3.0,7.0,1.0,0.0,1.0,0.0
22,30.69913184660269,3.0,-1.0,0.0,1.0,0.0,0.0
23,9.661154545240736,6.0,7.0,0.0,1.0,1.0,1.0
24,72.3030299524064,9.0,14.0,0.0,2.0,1.0,0.0
25,55.92904598360738,1.0,-5.0,0.0,2.0,1.0,0.0
26,40.23561070173371,5.0,2.0,0.0,2.0,0.0,0.0
27,26.769700163844284,6.0,11.0,1.0,2.0,1.0,1.0
28,42.43148756068044,4.0,8.0,0.0,0.0,1.0,0.0
29,2.3111799892402294,4.0,-1.0,1.0,2.0,0.0,0.0
30,84.75746604522841,7.0,24.0,1.0,0.0,0.0,0.0
31,44.77113688720529,5.0,-7.0,0.0,2.0,1.0,1.0
32,20.79268840500035,5.0,0.0,1.0,2.0,1.0,0.0
33,75.53048850272026,9.0,11.0,1.0,0.0,1.0,1.0
34,40.752411939798336,1.0,18.0,0.0,1.0,1.0,0.0
35,72.05657259841652,3.0,-5.0,1.0,2.0,0.0,0.0
36,29.768844549495398,1.0,4.0,1.0,0.0,1.0,0.0
37,30.82286105505015,5.0,12.0,0.0,0.0,1.0,1.0
38,7.081233557023078,1.0,6.0,1.0,0.0,1.0,1.0
39,76.64900436141768,8.0,24.0,0.0,1.0,0.0,0.0
40,53.92108924302496,8.0,13.0,0.0,0.0,0.0,0.0
41,93.53543137739179,3.0,23.0,1.0,1.0,1.0,1.0
42,84.25058557347057,4.0,2.0,0.0,1.0,1.0,0.0
