,num1,num2,num3,cat1,cat2,sens_feat,outcome
0,1.863322238646846,-1.91227088991486,0.5502114516152004,0.0,1.0,1.0,1.0
1,1.659542637794156,-0.42969228725202974,0.9872678209236218,0.0,0.0,0.0,1.0
2,-0.03921883619555426,-1.2693805828649534,1.09038815399783,0.0,0.0,1.0,1.0
3,-1.0351015504848868,0.24087769002153264,0.2277825172239976,1.0,2.0,1.0,0.0
4,0.1990504472189359,1.445101303284408,0.40844641019406885,1.0,0.0,1.0,1.0
5,0.8295700469111101,0.5052293695754919,2.7348249193638905,1.0,1.0,1.0,1.0
6,0.9312386402277555,1.254864790487108,-0.8983235733860516,1.0,1.0,1.0,0.0
7,-0.3431553532650689,0.4659987990870287,-0.9599280449233385,0.0,1.0,0.0,0.0
8,0.765509284910135,0.33178650359941914,0.4430107681138154,0.0,0.0,1.0,1.0
9,-0.8324484449372433,-0.46270403304853447,0.8626647467938068,1.0,2.0,1.0,1.0
10,-1.0093363337248247,-2.4592760005379013,0.909014770566634,0.0,0.0,0.0,0.0
11,-1.3568213370012936,0.017010355099651542,0.8281557799988356,1.0,2.0,1.0,0.0
12,0.5230864696220845,0.04708669554842627,-0.6865299327443852,0.0,1.0,1.0,0.0
13,-1.6983603805118523,-1.1299663422546795,-0.8312375878567692,0.0,0.0,1.0,0.0
14,0.30939766656261825,-1.075920764126091,-0.8095731078431994,1.0,1.0,0.0,0.0
15,-1.1602246046080624,1.5321543056690021,1.17734381648118,1.0,1.0,0.0,0.0
16,1.4951749865704484,-1.3576865081516725,0.02613648203742764,0.0,0.0,0.0,1.0
17,-0.7242620930627335,-0.687235092599906,0.2495534991515022,1.0,2.0,1.0,1.0
18,-0.6639472175077049,0.4639902157342076,-1.3790000690375608,0.0,0.0,1.0,0.0
19,0.614973785634095,-0.4085734308033244,0.07527080140311614,0.0,0.0,1.0,0.0
20,1.1388295260066874,-1.3927704392792644,-0.34444840591466236,1.0,0.0,1.0,1.0
21,1.150618922032086,-1.266355311806827,0.17293065259527285,0.0,0.0,1.0,0.0
22,-1.7353988775657174,-0.07067235378494018,-1.0793636232204118,0.0,2.0,1.0,0.0
23,0.19595753046425107,-0.27347789657250826,0.33652454028033973,1.0,0.0,0.0,1.0
24,2.0291271689976957,-0.6733423019349225,-0.9826630103661985,0.0,2.0,1.0,0.0
25,-1.5786560861396866,-1.751297755129628,-1.0449091803278587,0.0,0.0,1.0,0.0
26,-0.2607656827296008,0.30345038736913366,-0.764732030912122,1.0,1.0,1.0,0.0
27,0.6911451738935376,-0.9894138074498117,-0.40780747805633005,1.0,1.0,1.0,0.0
28,0.6821770800537968,0.20128076479378504,-0.9697967399608888,1.0,2.0,1.0,0.0
29,-1.0505374694499368,-0.29543776442176856,1.3481451792255397,0.0,0.0,1.0,0.0
30,0.6749809090573615,0.9541454815571496,-0.29719945976193657,0.0,2.0,1.0,1.0
31,-0.9907081989629336,-0.5615176393250566,1.5448841566569202,0.0,1.0,1.0,0.0
32,-2.1581878655624767,0.7363585310529244,1.1499099480328228,0.0,0.0,1.0,1.0
33,0.6323509816421156,1.2610770847738602,-0.6268783560976839,1.0,0.0,1.0,0.0
34,0.080048579188022,-1.0863027663351847,-2.1563449314849388,1.0,1.0,1.0,0.0
35,0.6846137403559645,-0.20853625737423845,-0.22293446102546294,0.0,2.0,1.0,0.0
36,0.952506708720375,0.8757164366749902,0.21870057903732576,1.0,0.0,1.0,1.0
37,0.2584503113626421,-0.250073760543998,1.1648449466819655,1.0,1.0,1.0,1.0
38,-0.5938263567313998,0.8325322227146795,1.5986858707709375,1.0,1.0,1.0,0.0
39,1.295667095110724,0.9555134360005484,0.08114056038294121,0.0,1.0,1.0,0.0
40,-1.1529236234567348,-1.4822332261598345,0.8970576137498444,0.0,2.0,1.0,1.0
41,0.05209527492666625,-0.6527981154046246,-0.9407348491210823,1.0,1.0,1.0,0.0
42,0.7141044881217415,-0.6021417315995781,2.704668850062789,1.0,0.0,1.0,1.0
43,0.395679249355951,2.3032761023192174,-0.023832316494301047,0.0,2.0,0.0,1.0
44,-0.9653894919779964,-0.6789590144354462,-1.3070002167894443,0.0,1.0,1.0,0.0
45,-0.4413691896993621,0.6557561747753607,1.3644076812730161,1.0,0.0,1.0,1.0
46,-1.5190534436783094,0.464907378562789,-0.010228462513767793,0.0,2.0,1.0,1.0
47,-0.37941821172590856,0.627958571158893,0.9712964185443743,0.0,0.0,1.0,0.0
48,-1.630458871405396,0.23679153283612614,0.030900241985735266,0.0,2.0,0.0,0.0
49,-0.18836444952777062,-0.9078850583124325,0.528106183363232,0.0,2.0,1.0,1.0
50,0.25767112628856187,-0.24791302446805508,0.38213267381657945,0.0,0.0,1.0,1.0
51,-0.3270378358019644,1.097609980887874,0.11795950385436771,1.0,0.0,1.0,1.0
52,1.6145627057616792,-1.6972680550943053,-0.16379636247453705,1.0,0.0,1.0,1.0
53,-1.8460242918318666,0.6796102184900344,-2.426158779349271,1.0,0.0,1.0,0.0
54,0.18839753558607758,0.3737052687420092,-0.10087342160883914,0.0,0.0,1.0,0.0
55,-1.814873074470861,0.21175757545827728,0.5871059640085483,0.0,0.0,1.0,0.0
56,-0.5025837863698017,0.22111213949489994,0.3624582836534674,0.0,1.0,1.0,1.0
57,0.2465721117169707,-0.3564555079514051,-0.2494638495783724,1.0,2.0,1.0,0.0
58,-1.2448273508464582,-0.28785356352776253,1.6315876111587397,0.0,2.0,1.0,1.0
59,-1.6932332026145402,-0.08818116060136828,0.07769855502751781,0.0,0.0,0.0,1.0
60,-0.4627632145544263,0.7831761495923312,0.34944003065544293,1.0,1.0,1.0,0.0
61,0.6981362132856493,2.235154015344415,1.0704649788218046,0.0,0.0,1.0,1.0
62,-0.7480409833089063,-0.5504456374334249,0.13736046470122584,1.0,1.0,1.0,0.0
63,1.4976921026018486,-1.2501632211638392,0.2927551923619919,1.0,0.0,0.0,1.0
64,1.6472010595986926,0.42228897074291993,0.6013725716832151,0.0,1.0,1.0,0.0
65,-1.0223096360928285,0.07040281231717432,0.08041771053647426,1.0,1.0,1.0,1.0
66,-1.1329533551086204,-0.42399304594250486,-1.5533092577037924,0.0,1.0,1.0,0.0
67,0.7417115149870519,0.35800608602055695,0.2968754328045503,0.0,1.0,1.0,1.0
68,2.1074217829165813,1.474545508373887,2.124608051925675,0.0,2.0,1.0,1.0
69,-0.4295447130459087,0.840538558351759,-1.0315045085200862,1.0,1.0,1.0,0.0
70,-1.0127854517579749,0.7055105991776488,-0.9173930478712901,1.0,0.0,1.0,0.0
71,-0.899411269721332,1.096290427034883,0.6632783239798491,0.0,2.0,1.0,1.0
72,-0.9068711252828715,0.19197902927943475,0.2613390994661828,0.0,1.0,1.0,0.0
73,-0.9351167109230663,0.13903666759166916,0.15530945856903922,1.0,2.0,1.0,0.0
74,0.5604940446975906,-0.44418395461106325,-0.43712578230914306,1.0,2.0,1.0,1.0
75,-0.9916156261396345,0.8495011894514577,-0.7136685745486798,0.0,0.0,0.0,0.0
76,-0.15228730193948412,0.10480085514256163,0.8864655146222232,0.0,1.0,1.0,1.0
77,1.6195426356385374,-0.7710498952751332,0.16162324826152713,0.0,2.0,1.0,1.0
78,-0.9466626104467811,0.14464941853584326,0.692615513543925,1.0,0.0,1.0,1.0
79,-0.08191427251086096,0.2472911266867054,0.09080019323307935,1.0,2.0,0.0,1.0
80,0.6429233398406035,1.3901026455991097,-1.0698215658564498,0.0,0.0,0.0,0.0
81,-1.4656449285799036,0.17877071650082862,-0.060861885308962194,1.0,0.0,1.0,0.0
82,-0.4221809685165428,0.5234458553291337,-0.7511421838329667,0.0,2.0,1.0,0.0
