,num1,num2,num3,cat1,cat2,sens_feat,outcome
0,60.722314975832624,1.0,0.0,0.0,1.0,0.0,0.0
1,14.08114866616755,5.0,20.0,1.0,2.0,1.0,1.0
2,88.10476954335518,7.0,16.0,1.0,2.0,1.0,0.0
3,85.58211544306643,3.0,17.0,1.0,1.0,1.0,0.0
4,41.0442473630822,1.0,-4.0,0.0,0.0,0.0,0.0
5,50.11238529442923,6.0,1.0,0.0,1.0,1.0,1.0
6,18.585587375622364,9.0,2.0,0.0,0.0,1.0,0.0
7,56.77320156550771,9.0,6.0,0.0,2.0,1.0,0.0
8,19.41893116831183,3.0,21.0,1.0,2.0,1.0,1.0
9,77.58840283343213,0.0,-3.0,0.0,2.0,1.0,0.0
10,2.5990962574021,7.0,6.0,1.0,1.0,0.0,0.0
11,45.360210782455404,2.0,9.0,0.0,1.0,1.0,0.0
12,84.42130973518377,6.0,21.0,1.0,1.0,0.0,1.0
13,85.34855159050049,0.0,-7.0,1.0,1.0,0.0,0.0
14,66.57280362241372,2.0,13.0,0.0,1.0,1.0,0.0
15,18.315719880104474,4.0,23.0,1.0,1.0,1.0,1.0
16,67.4638038741884,2.0,19.0,1.0,0.0,1.0,0.0
17,86.48290102605331,3.0,23.0,1.0,2.0,1.0,0.0
18,31.178299576775803,4.0,4.0,0.0,2.0,1.0,0.0
19,34.26111846548896,7.0,19.0,0.0,2.0,1.0,1.0
20,16.298675998121766,7.0,3.0,1.0,0.0,1.0,1.0
21,79.9239607558435,6.0,23.0,1.0,0.0,0.0,1.0
22,28.837376664415522,9.0,10.0,1.0,0.0,1.0,1.0
23,27.216426225738324,4.0,2.0,1.0,2.0,1.0,1.0
24,95.80363935190974,7.0,-3.0,1.0,0.0,1.0,0.0
25,85.44072572545353,5.0,-5.0,1.0,2.0,1.0,0.0
26,28.72438456240577,7.0,16.0,1.0,1.0,1.0,1.0
27,51.56562609883421,7.0,16.0,1.0,2.0,1.0,0.0
28,81.53756268110067,1.0,6.0,0.0,1.0,1.0,0.0
29,27.41954594469117,4.0,19.0,1.0,1.0,1.0,1.0
30,11.966087189029299,1.0,6.0,0.0,2.0,1.0,1.0
31,97.61001173982602,0.0,9.0,0.0,1.0,1.0,0.0
32,93.0099195646871,4.0,-2.0,1.0,1.0,1.0,1.0
33,87.73070433720845,9.0,-1.0,0.0,0.0,1.0,1.0
34,41.54451824875337,3.0,-6.0,1.0,2.0,1.0,0.0
35,28.102615780231435,5.0,5.0,1.0,1.0,1.0,1.0
36,75.76031646966445,7.0,-2.0,1.0,2.0,1.0,0.0
37,95.63673783532654,2.0,-9.0,0.0,2.0,1.0,0.0
38,64.21383494755972,0.0,3.0,0.0,2.0,1.0,0.0
39,96.57073217490634,8.0,-3.0,0.0,0.0,1.0,1.0
40,17.41990268633369,1.0,24.0,1.0,1.0,1.0,1.0
41,85.97860599065181,1.0,-5.0,0.0,1.0,1.0,0.0
42,32.20540901164247,3.0,22.0,0.0,1.0,1.0,0.0
43,55.826818809248934,1.0,-3.0,1.0,2.0,1.0,0.0
44,1.813196987511716,4.0,7.0,1.0,1.0,1.0,1.0
45,74.78471596262142,4.0,2.0,0.0,2.0,1.0,1.0
46,30.88815700166107,6.0,11.0,0.0,2.0,1.0,0.0
47,88.72605203677982,5.0,2.0,1.0,0.0,0.0,0.0
48,41.13205982723854,7.0,0.0,0.0,2.0,0.0,0.0
49,49.44093201033576,1.0,19.0,0.0,0.0,1.0,1.0
50,3.9894333005835656,8.0,12.0,1.0,2.0,0.0,0.0
51,65.73187160090067,8.0,21.0,0.0,1.0,1.0,0.0
52,6.0247277312947745,1.0,-1.0,0.0,1.0,1.0,0.0
53,48.56127819498471,1.0,8.0,1.0,0.0,1.0,0.0
54,27.95961042933143,6.0,-1.0,1.0,2.0,1.0,0.0
55,35.805621494074,1.0,7.0,0.0,2.0,1.0,0.0
56,93.14925878882748,8.0,12.0,1.0,1.0,1.0,0.0
57,23.773555093566735,3.0,17.0,1.0,2.0,1.0,1.0
58,2.4893334741938222,6.0,12.0,1.0,1.0,0.0,1.0
59,33.61993028582032,4.0,6.0,1.0,0.0,1.0,1.0
60,50.94834365234814,6.0,16.0,0.0,1.0,1.0,0.0
61,54.60793819020596,5.0,-3.0,1.0,0.0,1.0,0.0
62,95.12208058676799,9.0,11.0,1.0,1.0,1.0,0.0
63,18.106819571012604,9.0,4.0,0.0,0.0,1.0,1.0
64,90.38657907094341,9.0,16.0,0.0,1.0,0.0,0.0
65,72.40011652413125,5.0,-7.0,0.0,2.0,0.0,0.0
66,80.24981098947049,6.0,6.0,0.0,2.0,1.0,0.0
67,12.432135500658381,6.0,4.0,1.0,1.0,1.0,1.0
68,15.162632943469486,4.0,15.0,0.0,2.0,0.0,1.0
69,76.963352744229,9.0,2.0,1.0,0.0,1.0,1.0
70,65.59709986300638,4.0,5.0,1.0,2.0,1.0,1.0
71,32.36116172552046,1.0,-9.0,1.0,2.0,1.0,0.0
72,50.557603580979396,8.0,6.0,0.0,1.0,1.0,1.0
73,24.197265170009985,0.0,-10.0,1.0,2.0,1.0,0.0
